,"{'C': np.float64(0.01), 'l1_ratio': 0.5}","{'C': np.float64(0.01), 'l1_ratio': 0.9}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.5}","{'C': np.float64(0.05623413251903491), 'l1_ratio': 0.9}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.5}","{'C': np.float64(0.31622776601683794), 'l1_ratio': 0.9}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.5}","{'C': np.float64(1.7782794100389228), 'l1_ratio': 0.9}","{'C': np.float64(10.0), 'l1_ratio': 0.5}","{'C': np.float64(10.0), 'l1_ratio': 0.9}"
CLC,0.0,0.0,0.001,0.0,0.042,0.013,0.111,0.064,0.341,0.227
CLEC10A,0.0,0.0,0.0,0.0,0.003,0.0,0.028,0.005,0.269,0.138
CLEC11A,0.0,0.0,0.001,0.0,0.038,0.012,0.158,0.068,0.484,0.35
CLEC14A,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.186,0.065
CLEC1A,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.117,0.033
CLEC1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002
CLEC4A,0.0,0.0,0.0,0.0,0.001,0.0,0.008,0.001,0.149,0.05
CLEC4C,0.0,0.0,0.0,0.0,0.031,0.006,0.096,0.048,0.403,0.233
CLEC4D,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.002,0.097,0.034
CLEC4G,0.0,0.0,0.0,0.0,0.02,0.006,0.095,0.045,0.344,0.205
CLEC5A,0.0,0.0,0.001,0.0,0.0,0.0,0.005,0.001,0.105,0.029
CLEC6A,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.049,0.012
CLEC7A,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.04,0.008
CLIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.003
CLMP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.02
CLPP,0.0,0.0,0.0,0.0,0.004,0.002,0.031,0.011,0.227,0.112
CLPS,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.002,0.236,0.092
CLSPN,0.0,0.0,0.003,0.0,0.032,0.015,0.109,0.046,0.388,0.248
CLSTN1,0.0,0.0,0.0,0.0,0.023,0.008,0.098,0.049,0.387,0.247
CLSTN2,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.136,0.05
CLTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052,0.003
CLUL1,0.0,0.0,0.005,0.0,0.153,0.061,0.267,0.191,0.523,0.41
CNDP1,0.0,0.0,0.0,0.0,0.001,0.0,0.027,0.009,0.219,0.111
CNPY2,0.0,0.0,0.0,0.0,0.004,0.0,0.015,0.007,0.117,0.055
CNPY4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.001
CNST,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.064,0.013
CNTN1,0.0,0.0,0.005,0.0,0.07,0.03,0.184,0.096,0.549,0.368
CNTN2,0.0,0.0,0.0,0.0,0.008,0.001,0.05,0.015,0.417,0.207
CNTN3,0.0,0.0,0.0,0.0,0.021,0.004,0.129,0.069,0.472,0.299
CNTN4,0.0,0.0,0.001,0.0,0.004,0.001,0.042,0.013,0.227,0.135
CNTN5,0.0,0.0,0.002,0.0,0.041,0.006,0.147,0.082,0.408,0.288
CNTNAP2,0.0,0.0,0.0,0.0,0.005,0.0,0.032,0.009,0.318,0.147
COL18A1,0.0,0.0,0.002,0.0,0.005,0.0,0.015,0.003,0.095,0.038
COL1A1,0.0,0.0,0.0,0.0,0.002,0.0,0.025,0.008,0.222,0.108
COL4A1,0.0,0.0,0.0,0.0,0.09,0.035,0.221,0.137,0.452,0.344
COL6A3,0.0,0.0,0.002,0.0,0.022,0.003,0.112,0.038,0.461,0.284
COL9A1,0.0,0.0,0.0,0.0,0.012,0.002,0.061,0.028,0.293,0.167
COLEC12,0.0,0.0,0.001,0.0,0.005,0.0,0.045,0.01,0.446,0.219
COMP,0.0,0.0,0.0,0.0,0.018,0.001,0.089,0.037,0.425,0.255
COMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0
COPE,0.0,0.0,0.0,0.0,0.019,0.003,0.1,0.045,0.376,0.23
CORO1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0
COX5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.01
CPA1,0.0,0.0,0.0,0.0,0.001,0.0,0.027,0.002,0.293,0.126
CPA2,0.0,0.0,0.015,0.0,0.284,0.158,0.503,0.373,0.814,0.68
CPB1,0.0,0.0,0.0,0.0,0.014,0.001,0.082,0.025,0.431,0.253
CPE,0.0,0.0,0.0,0.0,0.017,0.004,0.049,0.025,0.231,0.128
CPM,0.0,0.0,0.0,0.0,0.003,0.0,0.009,0.004,0.205,0.076
CPPED1,0.0,0.0,0.0,0.0,0.017,0.003,0.073,0.03,0.302,0.182
CPVL,0.0,0.0,0.0,0.0,0.008,0.003,0.085,0.03,0.321,0.189
CPXM1,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.001,0.053,0.011
CR2,0.0,0.0,0.0,0.0,0.003,0.001,0.018,0.005,0.148,0.056
CRACR2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0
CRADD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0
CREG1,0.0,0.0,0.0,0.0,0.003,0.002,0.004,0.003,0.091,0.024
CRELD2,0.0,0.0,0.002,0.0,0.049,0.018,0.177,0.09,0.517,0.32
CRH,0.0,0.0,0.0,0.0,0.009,0.002,0.063,0.024,0.288,0.163
CRHBP,0.0,0.0,0.001,0.0,0.053,0.018,0.173,0.084,0.536,0.372
CRHR1,0.0,0.0,0.0,0.0,0.003,0.0,0.025,0.01,0.234,0.12
CRIM1,0.0,0.0,0.008,0.0,0.01,0.002,0.042,0.012,0.265,0.129
CRIP2,0.0,0.0,0.0,0.0,0.007,0.0,0.022,0.007,0.245,0.096
CRISP2,0.0,0.0,0.0,0.0,0.025,0.007,0.111,0.064,0.338,0.235
CRKL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRLF1,0.0,0.0,0.001,0.0,0.027,0.01,0.163,0.077,0.58,0.39
CRNN,0.0,0.0,0.0,0.0,0.003,0.001,0.01,0.003,0.174,0.054
CRTAC1,0.0,0.0,0.068,0.0,0.423,0.218,0.767,0.566,0.978,0.932
CRTAM,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.001,0.218,0.082
CRX,0.0,0.0,0.0,0.0,0.005,0.0,0.048,0.014,0.273,0.147
CSF1,0.0,0.0,0.026,0.0,0.022,0.01,0.059,0.023,0.356,0.173
CSF2RA,0.0,0.0,0.0,0.0,0.027,0.002,0.153,0.065,0.567,0.388
CSF3,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.004,0.215,0.099
CST3,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.001,0.171,0.054
CST5,0.0,0.0,0.0,0.0,0.002,0.001,0.038,0.014,0.191,0.101
CST6,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.003,0.171,0.064
CST7,0.0,0.0,0.003,0.0,0.003,0.001,0.015,0.008,0.109,0.049
CSTB,0.0,0.0,0.029,0.0,0.131,0.044,0.33,0.193,0.727,0.556
CTF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
CTRB1,0.0,0.0,0.0,0.0,0.001,0.0,0.066,0.016,0.41,0.238
CTRC,0.0,0.0,0.001,0.0,0.04,0.014,0.129,0.064,0.425,0.282
CTSB,0.0,0.0,0.0,0.0,0.005,0.001,0.062,0.021,0.37,0.209
CTSC,0.0,0.0,0.0,0.0,0.001,0.0,0.012,0.004,0.101,0.044
CTSD,0.0,0.0,0.043,0.0,0.055,0.033,0.122,0.056,0.503,0.293
CTSF,0.0,0.0,0.0,0.0,0.046,0.01,0.152,0.085,0.511,0.354
CTSH,0.0,0.0,0.02,0.0,0.21,0.096,0.389,0.263,0.687,0.555
CTSL,0.0,0.0,0.037,0.0,0.103,0.052,0.255,0.132,0.699,0.501
CTSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.01
CTSS,0.0,0.0,0.006,0.0,0.028,0.005,0.082,0.039,0.335,0.202
CTSV,0.0,0.0,0.0,0.0,0.004,0.001,0.03,0.014,0.158,0.073
CTSZ,0.0,0.0,0.003,0.0,0.006,0.002,0.017,0.008,0.071,0.031
CX3CL1,0.0,0.0,0.0,0.0,0.002,0.0,0.024,0.007,0.321,0.152
CXADR,0.0,0.0,0.002,0.0,0.011,0.0,0.081,0.023,0.421,0.246
CXCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.09,0.032
CXCL10,0.0,0.0,0.007,0.0,0.005,0.001,0.009,0.003,0.125,0.035
CXCL11,0.0,0.0,0.003,0.0,0.018,0.006,0.048,0.024,0.231,0.12
CXCL12,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.166,0.057
CXCL13,0.0,0.0,0.032,0.0,0.189,0.109,0.357,0.236,0.693,0.541
CXCL14,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.104,0.019
CXCL16,0.0,0.0,0.003,0.0,0.001,0.0,0.024,0.003,0.229,0.095
CXCL17,0.0,0.0,0.0,0.0,0.001,0.0,0.004,0.001,0.092,0.022
CXCL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001
CXCL5,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.056,0.011
CXCL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.001
CXCL8,0.0,0.0,0.008,0.0,0.031,0.015,0.081,0.032,0.395,0.235
CXCL9,0.0,0.0,0.002,0.0,0.003,0.002,0.018,0.005,0.105,0.047
DAB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.015
DAG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0
DAPP1,0.0,0.0,0.0,0.0,0.002,0.0,0.007,0.003,0.161,0.063
DARS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBI,0.0,0.0,0.0,0.0,0.002,0.0,0.007,0.003,0.137,0.044
DBNL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCBLD2,0.0,0.0,0.0,0.0,0.003,0.001,0.016,0.007,0.136,0.057
DCN,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.06,0.016
DCTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.062,0.028
DCTN2,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.026,0.008
DCTN6,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.034,0.008
DCTPP1,0.0,0.0,0.001,0.0,0.009,0.004,0.031,0.011,0.211,0.093
DCXR,0.0,0.0,0.001,0.0,0.007,0.002,0.021,0.01,0.125,0.055
DDAH1,0.0,0.0,0.008,0.0,0.022,0.009,0.06,0.026,0.314,0.172
DDC,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.054,0.011
DDR1,0.0,0.0,0.004,0.0,0.008,0.003,0.048,0.013,0.361,0.175
DDX58,0.0,0.0,0.003,0.0,0.019,0.007,0.045,0.023,0.255,0.127
DECR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.014
DEFA1_DEFA1B,0.0,0.0,0.003,0.0,0.013,0.005,0.054,0.024,0.25,0.143
DEFB4A_DEFB4B,0.0,0.0,0.0,0.0,0.007,0.002,0.019,0.005,0.166,0.057
DFFA,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.003,0.26,0.087
DGKZ,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.0,0.128,0.042
DIABLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKK1,0.0,0.0,0.001,0.0,0.032,0.009,0.092,0.046,0.438,0.245
DKK3,0.0,0.0,0.0,0.0,0.003,0.001,0.019,0.005,0.158,0.079
DKK4,0.0,0.0,0.001,0.0,0.026,0.009,0.079,0.042,0.313,0.192
DKKL1,0.0,0.0,0.003,0.0,0.078,0.026,0.271,0.125,0.702,0.518
DLK1,0.0,0.0,0.0,0.0,0.001,0.0,0.005,0.001,0.12,0.057
DLL1,0.0,0.0,0.028,0.0,0.05,0.011,0.275,0.099,0.9,0.659
DNAJA2,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.048,0.013
DNAJB1,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.11,0.036
DNAJB8,0.0,0.0,0.0,0.0,0.001,0.0,0.027,0.012,0.27,0.128
DNER,0.0,0.0,0.0,0.0,0.006,0.001,0.05,0.023,0.297,0.161
DNMBP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001
DNPH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0
DOK2,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.098,0.024
DPEP1,0.0,0.0,0.0,0.0,0.003,0.001,0.031,0.008,0.217,0.095
DPEP2,0.0,0.0,0.0,0.0,0.02,0.006,0.05,0.029,0.193,0.115
DPP10,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.077,0.023
DPP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.01
DPP6,0.0,0.0,0.0,0.0,0.007,0.0,0.055,0.02,0.299,0.185
DPP7,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.077,0.024
DPT,0.0,0.0,0.0,0.0,0.076,0.02,0.199,0.119,0.44,0.316
DPY30,0.0,0.0,0.007,0.0,0.008,0.002,0.035,0.011,0.357,0.147
DRAXIN,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.001,0.18,0.061
DRG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0
DSG2,0.0,0.0,0.0,0.0,0.024,0.006,0.165,0.071,0.601,0.403
DSG3,0.0,0.0,0.0,0.0,0.004,0.001,0.038,0.006,0.303,0.156
DSG4,0.0,0.0,0.018,0.0,0.13,0.065,0.266,0.168,0.617,0.465
DTX3,0.0,0.0,0.001,0.0,0.016,0.007,0.039,0.022,0.191,0.102
DUOX2,0.0,0.0,0.0,0.0,0.001,0.0,0.01,0.002,0.155,0.064
DUSP3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.001,0.253,0.086
EBAG9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0
EBI3_IL27,0.0,0.0,0.001,0.0,0.01,0.005,0.025,0.009,0.146,0.063
ECE1,0.0,0.0,0.0,0.0,0.006,0.001,0.052,0.023,0.24,0.139
EDA2R,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.108,0.043
EDAR,0.0,0.0,0.0,0.0,0.002,0.0,0.021,0.007,0.188,0.097
EDIL3,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.001,0.069,0.025
EFEMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.006
EFNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.149,0.038
EFNA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.002
EGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
EGFL7,0.0,0.0,0.001,0.0,0.008,0.001,0.016,0.008,0.085,0.033
EGFR,0.0,0.0,0.005,0.0,0.024,0.009,0.083,0.035,0.382,0.221
EGLN1,0.0,0.0,0.001,0.0,0.051,0.015,0.168,0.091,0.42,0.311
EIF4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.001
EIF4EBP1,0.0,0.0,0.0,0.0,0.001,0.0,0.016,0.003,0.158,0.068
EIF4G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.005
EIF5A,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.07,0.013
ELOA,0.0,0.0,0.0,0.0,0.009,0.0,0.042,0.016,0.262,0.145
ENAH,0.0,0.0,0.0,0.0,0.01,0.004,0.049,0.027,0.26,0.145
ENG,0.0,0.0,0.001,0.0,0.011,0.004,0.073,0.028,0.353,0.18
ENO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
ENO2,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.021,0.005
ENPP2,0.0,0.0,0.0,0.0,0.001,0.0,0.017,0.001,0.194,0.076
ENPP5,0.0,0.0,0.001,0.0,0.005,0.002,0.024,0.009,0.137,0.072
ENPP7,0.0,0.0,0.0,0.0,0.064,0.017,0.263,0.156,0.605,0.473
ENTPD2,0.0,0.0,0.0,0.0,0.002,0.001,0.008,0.004,0.178,0.058
ENTPD5,0.0,0.0,0.0,0.0,0.002,0.0,0.036,0.008,0.427,0.202
ENTPD6,0.0,0.0,0.0,0.0,0.001,0.0,0.012,0.004,0.136,0.056
EPCAM,0.0,0.0,0.0,0.0,0.03,0.003,0.152,0.06,0.48,0.33
EPHA1,0.0,0.0,0.0,0.0,0.006,0.002,0.033,0.012,0.276,0.126
EPHA10,0.0,0.0,0.0,0.0,0.008,0.0,0.043,0.021,0.253,0.136
EPHA2,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.001,0.419,0.176
EPHB4,0.0,0.0,0.001,0.0,0.001,0.0,0.018,0.004,0.418,0.16
EPHB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.002
EPHX2,0.0,0.0,0.001,0.0,0.0,0.0,0.004,0.0,0.111,0.03
EPO,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.154,0.045
EPS8L2,0.0,0.0,0.009,0.0,0.039,0.007,0.204,0.074,0.748,0.505
ERBB2,0.0,0.0,0.0,0.0,0.003,0.002,0.018,0.01,0.213,0.082
ERBB3,0.0,0.0,0.0,0.0,0.002,0.001,0.007,0.002,0.151,0.037
ERBB4,0.0,0.0,0.0,0.0,0.008,0.001,0.063,0.023,0.46,0.218
ERBIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
EREG,0.0,0.0,0.002,0.0,0.054,0.01,0.195,0.095,0.542,0.387
ERP44,0.0,0.0,0.0,0.0,0.005,0.0,0.05,0.012,0.363,0.187
ESAM,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.001,0.097,0.032
ESM1,0.0,0.0,0.002,0.0,0.01,0.005,0.037,0.023,0.187,0.091
EZR,0.0,0.0,0.006,0.0,0.02,0.004,0.095,0.03,0.534,0.297
F11R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
F2R,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.02,0.009
F3,0.0,0.0,0.001,0.0,0.007,0.001,0.043,0.011,0.222,0.119
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.001,0.118,0.049
F9,0.0,0.0,0.0,0.0,0.005,0.001,0.012,0.005,0.11,0.044
FABP1,0.0,0.0,0.038,0.0,0.202,0.085,0.425,0.262,0.844,0.677
FABP2,0.0,0.0,0.0,0.0,0.005,0.002,0.055,0.021,0.32,0.175
FABP4,0.0,0.0,0.045,0.0,0.192,0.076,0.453,0.275,0.871,0.717
FABP5,0.0,0.0,0.0,0.0,0.003,0.0,0.016,0.003,0.218,0.089
FABP6,0.0,0.0,0.0,0.0,0.003,0.0,0.012,0.005,0.263,0.085
FABP9,0.0,0.0,0.0,0.0,0.003,0.0,0.014,0.003,0.133,0.062
FADD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM3B,0.0,0.0,0.0,0.0,0.001,0.0,0.017,0.004,0.159,0.071
FAM3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.006
FAP,0.0,0.0,0.001,0.0,0.009,0.004,0.026,0.011,0.203,0.097
FAS,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.094,0.024
FASLG,0.0,0.0,0.003,0.0,0.239,0.102,0.487,0.328,0.79,0.671
FBP1,0.0,0.0,0.095,0.0,0.308,0.212,0.48,0.358,0.797,0.684
FCAR,0.0,0.0,0.056,0.0,0.264,0.144,0.488,0.337,0.761,0.652
FCER2,0.0,0.0,0.0,0.0,0.005,0.001,0.028,0.009,0.226,0.099
FCGR2A,0.0,0.0,0.001,0.0,0.029,0.008,0.075,0.039,0.268,0.176
FCGR2B,0.0,0.0,0.0,0.0,0.083,0.021,0.328,0.181,0.622,0.507
FCGR3B,0.0,0.0,0.0,0.0,0.005,0.001,0.06,0.015,0.364,0.191
FCN2,0.0,0.0,0.0,0.0,0.058,0.012,0.29,0.158,0.687,0.518
FCRL1,0.0,0.0,0.0,0.0,0.002,0.0,0.045,0.013,0.3,0.145
FCRL2,0.0,0.0,0.0,0.0,0.009,0.004,0.059,0.022,0.261,0.142
FCRL3,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.011,0.269,0.147
FCRL5,0.0,0.0,0.0,0.0,0.127,0.039,0.366,0.214,0.776,0.599
FCRL6,0.0,0.0,0.0,0.0,0.01,0.003,0.038,0.02,0.265,0.115
FCRLB,0.0,0.0,0.003,0.0,0.055,0.003,0.217,0.09,0.604,0.436
FEN1,0.0,0.0,0.0,0.0,0.003,0.0,0.02,0.007,0.183,0.077
FES,0.0,0.0,0.0,0.0,0.002,0.0,0.008,0.005,0.07,0.024
FETUB,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.167,0.063
FGF19,0.0,0.0,0.0,0.0,0.002,0.0,0.022,0.004,0.224,0.094
FGF2,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.072,0.021
FGF21,0.0,0.0,0.049,0.0,0.191,0.064,0.479,0.287,0.861,0.712
FGF23,0.0,0.0,0.001,0.0,0.004,0.001,0.008,0.006,0.209,0.068
FGF5,0.0,0.0,0.0,0.0,0.001,0.0,0.016,0.004,0.195,0.081
FGFBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.007
FGFR1OP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.003
FGFR2,0.0,0.0,0.0,0.0,0.001,0.0,0.026,0.006,0.248,0.099
FGR,0.0,0.0,0.001,0.0,0.009,0.002,0.041,0.015,0.233,0.114
FHIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
FIS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001
FKBP1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.002
FKBP4,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.05,0.016
FKBP5,0.0,0.0,0.0,0.0,0.006,0.001,0.026,0.009,0.238,0.094
FKBP7,0.0,0.0,0.0,0.0,0.003,0.0,0.008,0.003,0.081,0.038
FLI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.006
FLRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.019
FLT1,0.0,0.0,0.007,0.0,0.036,0.012,0.123,0.053,0.492,0.299
FLT3,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.001,0.161,0.055
FLT3LG,0.0,0.0,0.0,0.0,0.001,0.0,0.007,0.003,0.112,0.036
FLT4,0.0,0.0,0.0,0.0,0.002,0.0,0.007,0.004,0.106,0.038
FMNL1,0.0,0.0,0.0,0.0,0.005,0.0,0.018,0.004,0.164,0.073
FMR1,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.001,0.093,0.035
FOLR1,0.0,0.0,0.007,0.0,0.046,0.021,0.125,0.059,0.46,0.287
FOLR2,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.023,0.003
FOLR3,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.175,0.063
FOPNL,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.002,0.109,0.035
FOSB,0.0,0.0,0.016,0.0,0.172,0.067,0.381,0.236,0.711,0.577
FOXO1,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.038,0.007
FOXO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRZB,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.002,0.168,0.071
FST,0.0,0.0,0.0,0.0,0.001,0.0,0.018,0.004,0.275,0.111
FSTL3,0.0,0.0,0.005,0.0,0.001,0.001,0.004,0.0,0.101,0.022
FUCA1,0.0,0.0,0.0,0.0,0.023,0.005,0.112,0.058,0.38,0.252
FURIN,0.0,0.0,0.025,0.0,0.047,0.025,0.1,0.046,0.475,0.265
FUS,0.0,0.0,0.0,0.0,0.005,0.001,0.038,0.011,0.387,0.197
FUT3_FUT5,0.0,0.0,0.0,0.0,0.002,0.0,0.02,0.006,0.21,0.097
FUT8,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.064,0.016
FXN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.002
FXYD5,0.0,0.0,0.0,0.0,0.001,0.001,0.009,0.003,0.15,0.048
FYB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0
GAL,0.0,0.0,0.0,0.0,0.002,0.0,0.025,0.008,0.227,0.11
GALNT10,0.0,0.0,0.002,0.0,0.008,0.004,0.04,0.015,0.136,0.074
GALNT2,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.002,0.177,0.06
GALNT3,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.135,0.033
GALNT7,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.109,0.036
GAS6,0.0,0.0,0.0,0.0,0.001,0.0,0.021,0.009,0.16,0.07
GBP2,0.0,0.0,0.0,0.0,0.001,0.0,0.019,0.002,0.216,0.109
GBP4,0.0,0.0,0.0,0.0,0.001,0.0,0.015,0.003,0.144,0.052
GCG,0.0,0.0,0.0,0.0,0.003,0.0,0.027,0.007,0.18,0.083
GCNT1,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.001,0.083,0.018
GDF15,0.0,0.0,0.121,0.0,0.163,0.074,0.392,0.196,0.899,0.709
GDF2,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.002,0.177,0.069
GDNF,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.076,0.02
GFAP,0.0,0.0,0.0,0.0,0.001,0.0,0.019,0.004,0.276,0.097
GFER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001
GFOD2,0.0,0.0,0.0,0.0,0.012,0.002,0.1,0.029,0.381,0.238
GFRA1,0.0,0.0,0.013,0.0,0.012,0.003,0.031,0.008,0.257,0.106
GFRA2,0.0,0.0,0.0,0.0,0.095,0.029,0.291,0.167,0.658,0.531
GFRA3,0.0,0.0,0.0,0.0,0.02,0.003,0.086,0.039,0.488,0.261
GGA1,0.0,0.0,0.0,0.0,0.003,0.0,0.025,0.007,0.153,0.073
GGH,0.0,0.0,0.0,0.0,0.007,0.001,0.022,0.008,0.17,0.077
GGT1,0.0,0.0,0.011,0.0,0.085,0.039,0.21,0.103,0.684,0.484
GGT5,0.0,0.0,0.0,0.0,0.065,0.014,0.297,0.156,0.74,0.548
